G,gruvbox-material-theme-git
G,xcursor-simp1e
P,adobe-source-code-pro-fonts
P,cantarell-fonts
P,firefox
P,gsfonts
P,htop
P,intel-ucode
P,nemo
P,neofetch
P,neovim
P,noto-fonts
P,nwg-look
P,p7zip
P,pipewire
P,pipewire-pulse
P,redshift
P,slock
P,unclutter
P,wireplumber
P,xclip
P,xwallpaper
P,xdotool
P,xdg-user-dirs
P,xdg-utils
P,zathura
